Nome: BELO HORIZONTE
Codigo Estacao: 83587
Latitude: -19.93444444
Longitude: -43.95222222
Altitude: 915.47
Situacao: Operante
Data Inicial: 1991-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2015-06-09;5,5;20;54,8;1,4;
2015-06-10;5,2;21,4;54,5;,9;
2015-06-11;4,7;21,7;48,3;,4;
2015-06-12;5,7;22;48,5;1,2;
2015-06-13;5,1;21;57,3;1,5;
2015-06-14;4,3;21,6;50;1;
2015-06-15;6,2;22;55,3;,3;
2015-06-16;4,9;21;77;1,5;
2015-06-17;2,6;20,6;70,5;1,8;
2015-06-18;3,2;21,3;62;1,1;
2015-06-19;2,9;20,3;67,3;1,6;
2015-06-20;5;17,3;70,8;1,8;
2015-06-21;2,4;17,7;70;1,5;
2015-06-22;3,6;18,8;64,5;1,3;
2015-06-23;4,4;19,7;57,8;1,2;
2015-06-24;4;19,2;62,5;,9;
2015-06-25;5,1;16,5;68,5;2,1;
2015-06-26;4,2;15,6;64;1,9;
2015-06-27;3,4;15,6;68;1,4;
2015-06-28;3,3;17,1;52,8;2,1;
2015-06-29;5,5;17,6;65,3;2,1;
2015-06-30;4;19,8;61,8;1,4;
2015-07-01;3,6;19,6;67,5;1,2;
2015-07-02;3,5;19,4;69,5;1,8;
2015-07-03;4,2;19,3;61,3;1,3;
2015-07-04;3,1;21,4;53,5;1,5;
2015-07-05;5,8;20,3;66;1,4;
2015-07-06;4,3;18,5;71,8;1,2;
2015-07-07;3,1;18,1;69,8;1,4;
2015-07-08;3,3;19,5;66,8;1,4;
2015-07-09;4,2;19,2;67,8;null;
2015-07-10;2,7;21,2;53,3;,9;
2015-07-11;5,4;21,1;59,8;1,4;
2015-07-12;4,3;20,9;57,3;1,1;
2015-07-13;4,6;21,2;48,8;1,4;
2015-07-14;6,4;21;59;1,3;
2015-07-15;4,8;20,2;58,3;1,6;
2015-07-16;5,2;19,3;60,5;1,7;
2015-07-17;5,3;18,8;54,3;1,9;
2015-07-18;4,7;18,8;55,8;1,4;
2015-07-19;5,1;19,1;61;1;
2015-07-20;4,7;18,9;55,3;1,2;
2015-07-21;4,5;19,8;47,8;,7;
2015-07-22;6;20,5;54,3;1,3;
2015-07-23;6,1;19,2;59;1,2;
2015-07-24;4,8;19,8;55,3;1,6;
2015-07-25;3,2;20,2;57,5;,7;
2015-07-26;4,7;21,2;60,3;1;
2015-07-27;3,6;20,6;67,5;1,3;
2015-07-28;4;21,7;55,3;1;
2015-07-29;4,7;21,6;57,3;1,4;
2015-07-30;5,6;20,7;49,5;1,2;
2015-07-31;6,2;20,6;49,5;1,5;
2015-08-01;5,3;20,2;51;1,1;
2015-08-02;5,7;19,8;51;1,4;
2015-08-03;5,3;20,5;46;,7;
2015-08-04;5;21,2;46,5;,5;
2015-08-05;6,9;21;41,3;1,3;
2015-08-06;7,3;21,2;41;1;
2015-08-07;6,3;21,3;48,3;1,1;
2015-08-08;6,8;20,5;52,5;1,3;
2015-08-09;6,1;19;65,3;2;
2015-08-10;4,2;19,5;53,5;1,6;
2015-08-11;5,7;17,9;53,8;1,3;
2015-08-12;6,2;18,5;46;1,6;
2015-08-13;5,8;18,5;53,5;1,9;
2015-08-14;6;19,1;59,5;1,6;
2015-08-15;4,7;19,8;54;1,2;
2015-08-16;5,2;20,4;53;1,5;
2015-08-17;5,9;19,9;55,5;2,3;
2015-08-18;6,9;20,6;56,3;1,3;
2015-08-19;5,2;21,4;56,5;1,3;
2015-08-20;5,2;23,1;51,5;1,5;
2015-08-21;6,7;20,8;55;1,9;
2015-08-22;6,1;20,4;64;1,3;
2015-08-23;4,9;21,9;51,5;1,5;
2015-08-24;5,7;22,9;45,8;1;
2015-08-25;8;20,9;56,3;2,7;
2015-08-26;6,6;23,3;50,8;,8;
2015-08-27;7,4;24,1;47,3;1,2;
2015-08-28;6,8;21,6;61,3;1,2;
2015-08-29;5,4;21,3;60;1,2;
2015-08-30;5,2;21,9;52;1,2;
2015-08-31;6,1;23,8;39,5;1;
2015-09-01;7,9;25,4;36;,8;
2015-09-02;9,5;23,7;46,3;1,5;
2015-09-03;7,1;24;42,3;1;
2015-09-04;7,8;26,3;33,8;1,1;
2015-09-05;9,3;23;64;1,7;
2015-09-06;5,1;23;60;1,8;
2015-09-07;5,8;23,7;53,3;1,6;
2015-09-08;6,3;20,8;79,3;,9;
2015-09-09;2;18;83,3;1,2;
2015-09-10;1,7;21,6;61,3;1;
2015-09-11;3,4;21,1;69,5;1,3;
2015-09-12;3;22,2;63,8;1,2;
2015-09-13;3,1;20,1;84,3;1,3;
2015-09-14;3,1;20,6;73,3;2;
2015-09-15;3,3;22,8;60,3;1,3;
2015-09-16;5,6;23,4;56,3;2;
2015-09-17;6,7;25,1;35,8;1;
2015-09-18;9;25,8;33,5;,7;
2015-09-19;9,1;25,6;28,5;1;
2015-09-20;10,3;24,8;32;1,2;
2015-09-21;11,9;24,3;36;1;
2015-09-22;11,2;25,8;38,3;1;
2015-09-23;6,3;26,9;35,5;1,2;
2015-09-24;9,8;28,4;30,8;1,3;
2015-09-25;9,7;29,8;32,8;1,4;
2015-09-26;14,3;27,9;42;1,1;
2015-09-27;10,8;26,1;46,3;,7;
2015-09-28;9,9;26,9;37,5;,9;
2015-09-29;9,8;25,6;44,3;1;
2015-09-30;7,1;25,1;49,8;1;
2015-10-01;9,7;26,5;44,3;2,1;
2015-10-02;10,8;23,7;61,3;1,7;
2015-10-03;9,3;26,8;41,3;1,4;
2015-10-04;10,5;27,6;41;,6;
2015-10-05;7,8;24;62,5;1,3;
2015-10-06;8,2;22,3;64,3;1,6;
2015-10-07;3,7;23,3;55,5;1,2;
2015-10-08;5,2;23,8;37;2,2;
2015-10-09;9,3;24,8;38,3;1,2;
2015-10-10;9,4;27;31,5;1;
2015-10-11;11,1;26;31,8;1,4;
2015-10-12;10,1;25,3;41,3;1,9;
2015-10-13;11,6;26,2;37;1,1;
2015-10-14;12,2;27;29,5;1,4;
2015-10-15;13,1;28,7;33;1,1;
2015-10-16;12,2;29,8;27;,7;
2015-10-17;13,7;30;21,5;1;
2015-10-18;14,2;25,4;55,8;1,7;
2015-10-19;8,7;24,1;57,8;1,6;
2015-10-20;6,1;26,8;47,5;1,4;
2015-10-21;8,9;29;41;1,5;
2015-10-22;12,4;25,9;56,8;1,4;
2015-10-23;7,4;25,1;57;1,2;
2015-10-24;6,3;24,8;54;1;
2015-10-25;6,9;25,6;45,3;1,4;
2015-10-26;8,4;25,1;53;1,6;
2015-10-27;8,8;22,5;74,5;1,4;
2015-10-28;3,7;21,7;83;,5;
2015-10-29;1,9;23,3;62,3;1,3;
2015-10-30;6,3;23,7;45,3;1,8;
2015-10-31;7,7;25,4;48;1,5;
2015-11-01;8,1;25,4;52,3;1,5;
2015-11-02;7,8;26,3;45,8;1,1;
2015-11-03;9,8;26,7;52,3;1,2;
2015-11-04;8;28,3;36,3;,9;
2015-11-05;10;29,9;32,3;,8;
2015-11-06;11,7;28,9;40;,9;
2015-11-07;9,3;26,1;55,5;2,5;
2015-11-08;7,5;24,6;57,3;2,1;
2015-11-09;7,2;25,3;51,8;1;
2015-11-10;7,1;26,8;45,8;1,4;
2015-11-11;9,8;27,3;47;,5;
2015-11-12;7,5;27,6;51,5;,6;
2015-11-13;7,1;26,3;60,5;1,9;
2015-11-14;6,5;25,4;55,5;,5;
2015-11-15;6;25;65;1;
2015-11-16;3,7;23,5;76;1,6;
2015-11-17;3,2;22,9;75,3;,9;
2015-11-18;5,9;22,9;76,8;,9;
2015-11-19;2,8;24,7;70,8;1,3;
2015-11-20;5;22,5;85,3;1,1;
2015-11-21;null;24,2;69,3;,7;
2015-11-22;10,9;24,1;65;,8;
2015-11-23;5,2;21,9;78,3;1,2;
2015-11-24;2,4;22;69,5;,9;
2015-11-25;6,1;23,7;65,3;1,2;
2015-11-26;null;24,9;61,3;,7;
2015-11-27;6,4;23,1;65,8;1,4;
2015-11-28;5,8;25,2;59,8;1,3;
2015-11-29;6,3;24,3;72,3;,7;
2015-11-30;4;26,5;59,5;1,1;
2015-12-01;16,2;25;65,8;1,6;
2015-12-02;6;24,3;80,3;,8;
2015-12-03;2,1;24,6;64,8;,4;
2015-12-04;5,6;26,1;56,8;1,4;
2015-12-05;4,2;24,2;63;1,2;
2015-12-06;5,6;24,5;68;,9;
2015-12-07;3,8;24,3;66,3;1,7;
2015-12-08;3,8;23,8;72;,9;
2015-12-09;3,6;22,8;72,8;,6;
2015-12-10;2,7;23,3;74,3;1,1;
2015-12-11;4,1;24,5;74,5;,7;
2015-12-12;18,7;25,4;58,3;1,2;
2015-12-13;6,3;24,7;73;1,3;
2015-12-14;4,6;25,3;52,3;1,7;
2015-12-15;7,2;26,1;56,3;1,5;
2015-12-16;1,4;26,4;47;1,3;
2015-12-17;13,6;25,1;53,5;1,1;
2015-12-18;5,2;23,1;74,3;1;
2015-12-19;3,3;24,3;53,8;,8;
2015-12-20;5,5;24,7;61;2;
2015-12-21;5,9;24,7;54,8;1,6;
2015-12-22;7,5;24,7;55;1,3;
2015-12-23;7,8;25;51;2,1;
2015-12-24;8,2;25,5;48;2,1;
2015-12-25;7,5;24,8;65,3;,5;
2015-12-26;5,2;22,8;73,3;,9;
2015-12-27;3,4;23;60,8;1,2;
2015-12-28;4,1;24,5;55;,9;
2015-12-29;5,6;24,5;61;1,1;
2015-12-30;5,1;22;75,3;,7;
2015-12-31;3;25,7;56;1;
2016-01-01;4,6;26,6;56,8;,5;
2016-01-02;7;25,3;68;,7;
2016-01-03;5,1;22,5;79,3;,4;
2016-01-04;2,4;21,4;79,8;,2;
2016-01-05;2,5;22;62,5;1,5;
2016-01-06;5,3;24,2;52,5;1,3;
2016-01-07;7;24,6;58,8;1,2;
2016-01-08;6;25,5;61,3;1,2;
2016-01-09;7;25,3;69;1,1;
2016-01-10;6;26,2;57;1;
2016-01-11;7,5;26,8;53;1,2;
2016-01-12;7,7;22,5;90,8;1;
2016-01-13;1,8;21,6;87,3;,9;
2016-01-14;1,6;24;74;1,4;
2016-01-15;3,2;22,1;92,3;1;
2016-01-16;,6;21,1;96,3;1,1;
2016-01-17;,5;20,1;91;1,2;
2016-01-18;,8;22,8;74,8;1,4;
2016-01-19;2,3;21,5;93,3;1,1;
2016-01-20;1,2;21,8;75,8;1,2;
2016-01-21;4,9;22,1;71,3;1,5;
2016-01-22;4,2;21,2;71,5;1,2;
2016-01-23;4,1;23,2;69,5;,5;
2016-01-24;5;22,8;70;1,1;
2016-01-25;4;24,2;73,8;,6;
2016-01-26;3,3;24,7;67,3;,5;
2016-01-27;4,8;25,7;66,5;1,1;
2016-01-28;4,8;24;75,3;1,2;
2016-01-29;2,6;22,6;73;1,2;
2016-01-30;3,8;24,8;56;,9;
2016-01-31;6,8;25,2;48,3;1;
2016-02-01;8,2;26,2;54;,6;
2016-02-02;5,5;26,8;47,5;,8;
2016-02-03;7;26,3;53,8;1,4;
2016-02-04;5,9;25,8;57,8;,7;
2016-02-05;5,9;25,5;55,5;1,2;
2016-02-06;5,5;26,5;46,8;1;
2016-02-07;7,8;26;51,3;1,2;
2016-02-08;7;25,1;51;1;
2016-02-09;7,5;26,1;48;1;
2016-02-10;8,9;27,2;47,5;,9;
2016-02-11;7,7;26,9;52,5;1,2;
2016-02-12;8,1;23,7;68,5;1,3;
2016-02-13;5;23,5;71,3;1,6;
2016-02-14;4,2;25,6;61,3;,7;
2016-02-15;5,7;24,8;64,3;1,7;
2016-02-16;5,8;26,1;57,3;1,6;
2016-02-17;6,6;27,5;50,3;1,2;
2016-02-18;6,7;24,7;57,8;,9;
2016-02-19;6,2;24,8;65;,9;
2016-02-20;1,9;26,6;45,5;1,3;
2016-02-21;0;26,1;56,5;,9;
2016-02-22;null;24,9;58,5;1,3;
2016-02-23;6,4;25,3;52;1,6;
2016-02-24;7,2;25,6;54,5;1,1;
2016-02-25;3,7;23,2;67,5;1;
2016-02-26;5,8;22,3;75,5;,8;
2016-02-27;3;24,1;70,3;1,6;
2016-02-28;3,5;23,8;74,3;,5;
2016-02-29;3;23,9;71,3;,5;
2016-03-01;4;23,8;65;1,6;
2016-03-02;5,4;24,4;58;1,4;
2016-03-03;6,7;24,3;68,5;,7;
2016-03-04;3,8;22,9;77,3;,5;
2016-03-05;2;22,3;73,8;,8;
2016-03-06;2,8;24,7;66;,8;
2016-03-07;4,6;24;72,3;1,1;
2016-03-08;3,6;24,4;55,5;1,5;
2016-03-09;3,4;24,2;58;1,1;
2016-03-10;6;25,7;53;1,9;
2016-03-11;6,4;25;70;,8;
2016-03-12;3,4;22,4;83,8;1;
2016-03-13;1,9;23,5;81,3;,8;
2016-03-14;3,2;23;76;1,4;
2016-03-15;3,5;23,3;61;1,4;
2016-03-16;5,7;23,9;56;1,3;
2016-03-17;5,4;23,4;61,3;1;
2016-03-18;5,2;23,5;63;,7;
2016-03-19;4,3;24,4;61;,7;
2016-03-20;5,6;24,6;56,8;1,4;
2016-03-21;6,1;24;59,3;1,3;
2016-03-22;5,3;25,6;53,5;1,3;
2016-03-23;5,4;25,4;62,3;,6;
2016-03-24;3,7;22,7;71;1,5;
2016-03-25;3,2;24,1;63;1,8;
2016-03-26;5;23,3;78,3;1,2;
2016-03-27;2,6;24,7;62,3;,8;
2016-03-28;6,2;24,7;57,5;1,8;
2016-03-29;6;25,2;55;1,5;
2016-03-30;4,5;24,7;59,5;1,5;
2016-03-31;7,1;24,6;60,3;1,6;
2016-04-01;5,4;25;55,8;,7;
2016-04-02;5,6;24,1;65,5;1;
2016-04-03;4,2;25,2;59,3;1;
2016-04-04;5,1;25,5;61,5;,8;
2016-04-05;6,8;24,7;53,8;,9;
2016-04-06;6,1;23,9;57,3;1,1;
2016-04-07;5,5;24,8;54,8;,8;
2016-04-08;5,4;25,7;47,8;1,1;
2016-04-09;6,4;25,6;48;1,2;
2016-04-10;6,4;25,6;45,8;1,7;
2016-04-11;8,1;24,4;47,8;1,2;
2016-04-12;7,4;24,5;53,3;1,7;
2016-04-13;2,9;24,3;56;1,7;
2016-04-14;10,5;24,6;51,5;1,7;
2016-04-15;6,8;24,8;48,3;1,2;
2016-04-16;7,1;24;50,5;1,4;
2016-04-17;7,3;23,6;60,3;1,1;
2016-04-18;5,7;23,8;58,3;,9;
2016-04-19;5,9;23,5;54,5;1,5;
2016-04-20;7;23,4;59;,9;
2016-04-21;5,3;24,1;56,5;1,1;
2016-04-22;5,8;24,8;54;1,2;
2016-04-23;5,9;24,1;47,3;1;
2016-04-24;0;22,6;52,3;,8;
2016-04-25;6,9;24,1;50,5;,9;
2016-04-26;6,4;24,7;50,5;,9;
2016-04-27;6,5;23,2;69,5;1,1;
2016-04-28;3,4;21,4;78;,7;
2016-04-29;2,5;18,4;88,5;,5;
2016-04-30;,9;19,2;81,3;,8;
2016-05-01;2,2;21;56,8;1,1;
2016-05-02;5,6;19,9;62,5;1;
2016-05-03;4,6;20,7;53,3;1,1;
2016-05-04;5,7;21,5;56;,8;
2016-05-05;4,5;22,6;54,8;2,3;
2016-05-06;6,1;21,4;63,8;1;
2016-05-07;4,5;21,4;61;,7;
2016-05-08;4,3;22,7;55,8;1;
2016-05-09;5,4;22,6;60,3;,6;
2016-05-10;4,5;23,8;53;1,2;
2016-05-11;5,5;23,6;54,8;,5;
2016-05-12;5,3;23,1;63,8;,7;
2016-05-13;4,8;20,8;65,3;1,1;
2016-05-14;4;19,1;70,3;,9;
2016-05-15;0;19,7;69;,7;
2016-05-16;4;21,8;63;1,2;
2016-05-17;3,8;23,1;61;,5;
2016-05-18;4,4;24;54;,6;
2016-05-19;5,5;22,7;68,8;,9;
2016-05-20;3,5;21,5;73,3;1,1;
2016-05-21;4,6;21,7;64,8;1,2;
2016-05-22;3,6;22,2;63,8;,8;
2016-05-23;4,1;23,1;59,5;,9;
2016-05-24;4,6;18,7;60,3;1,3;
2016-05-25;4,4;18,6;64,5;1,6;
2016-05-26;4,4;20,1;63;,8;
2016-05-27;3,6;20,2;61;,3;
2016-05-28;3,9;18,8;63,3;1,1;
2016-05-29;3,5;19,5;57,3;,9;
2016-05-30;4,7;21,5;56,8;,3;
2016-05-31;4,4;22,5;53;,5;
2016-06-01;2,1;22;69,8;,5;
2016-06-02;3,3;18,7;83,8;,5;
2016-06-03;1;18,2;87,8;1;
2016-06-04;,9;19,7;87,5;,2;
2016-06-05;1;22,2;70;,2;
2016-06-06;4;24,2;54,3;,6;
2016-06-07;6;22,2;71;1;
2016-06-08;3,4;21,3;71;,4;
2016-06-09;3,4;19,9;65;,7;
2016-06-10;3,4;20,8;65;1;
2016-06-11;5;18,8;42,8;,9;
2016-06-12;3,1;17,9;61,3;,8;
2016-06-13;5,6;15,9;72,8;1;
2016-06-14;3,3;15,5;63,5;1,8;
2016-06-15;4,2;17,5;57,8;,4;
2016-06-16;3,7;17,8;55,5;,5;
2016-06-17;4,1;18;50;,7;
2016-06-18;4;19,1;54;1,1;
2016-06-19;5,2;19,2;52,5;1,3;
2016-06-20;5;19,3;60,3;1,2;
2016-06-21;4,4;18,7;65,3;,9;
2016-06-22;4;17,7;65,8;1,6;
2016-06-23;3,4;19,7;58,8;,4;
2016-06-24;4,2;20,1;56,5;1,4;
2016-06-25;4,3;18,4;57,5;1;
2016-06-26;5;16,7;66,8;1,8;
2016-06-27;4,8;16,8;62,3;1,8;
2016-06-28;4,3;17,4;71;1;
2016-06-29;3,1;18,8;59,5;,9;
2016-06-30;4,3;18,5;70,8;1,3;
2016-07-01;2,6;19,2;59,3;1,7;
2016-07-02;4,8;19,5;61,3;2,3;
2016-07-03;5,2;19,4;55,3;1,8;
2016-07-04;5,7;18,7;61,8;1,5;
2016-07-05;5;19,3;61,3;1,3;
2016-07-06;5,2;19,8;52;1;
2016-07-07;5,3;21,7;48,5;,9;
2016-07-08;7,3;20,5;40,3;1,2;
2016-07-09;7,2;19,6;62,8;,7;
2016-07-10;,5;20;58,3;,5;
2016-07-11;4,1;21,1;52,3;1;
2016-07-12;6,1;21,9;47,5;,5;
2016-07-13;5,9;22,1;43;1,2;
2016-07-14;6,8;21,4;42,5;1,1;
2016-07-15;6,6;22,4;39,5;,8;
2016-07-16;7,6;22,4;41,8;,9;
2016-07-17;9;20,5;36;,6;
2016-07-18;7,5;19,1;40;1,2;
2016-07-19;8,2;19,4;63;1,2;
2016-07-20;4,8;19,8;64,8;1,3;
2016-07-21;4;20;53,8;1,4;
2016-07-22;4,7;19;65;1,1;
2016-07-23;5,5;18,9;61;,8;
2016-07-24;,1;19,6;52,5;,8;
2016-07-25;10,1;20,5;44,8;1,1;
2016-07-26;7,3;20,6;50,8;1,2;
2016-07-27;5,8;22,4;37;,3;
2016-07-28;7,3;21,3;51,3;1,5;
2016-07-29;7,6;19;61;1,3;
2016-07-30;5,2;18,8;54,5;1,7;
2016-07-31;5,5;18,1;61,3;1,3;
2016-08-01;4,5;18,3;49,5;,9;
2016-08-02;4,3;20;42,8;,6;
2016-08-03;6;19,9;54,3;1;
2016-08-04;4,7;19,2;61,3;2;
2016-08-05;4,2;19,6;51;1,3;
2016-08-06;5,2;20,5;46,3;,8;
2016-08-07;6,2;21,6;41;,7;
2016-08-08;7,7;23,3;37,8;,5;
2016-08-09;7,2;23,6;39,3;,9;
2016-08-10;7,4;23,8;38,8;1,4;
2016-08-11;8,6;21;56,8;1,3;
2016-08-12;6,4;19,2;43,8;1,4;
2016-08-13;7,2;19,3;56,5;,6;
2016-08-14;6;22,1;49,3;1,2;
2016-08-15;10,2;23,7;42,8;,5;
2016-08-16;4,7;19,8;72,5;1,5;
2016-08-17;3,5;22,7;50,8;1;
2016-08-18;7,4;25,2;31,8;1;
2016-08-19;11,9;22,7;54,8;1,6;
2016-08-20;8,1;22,8;54,8;1,2;
2016-08-21;6,8;22,1;55,5;1,6;
2016-08-22;6;18,4;57,5;1,9;
2016-08-23;5,8;17,4;69,8;2,6;
2016-08-24;4,8;19,4;53,8;1,7;
2016-08-25;6,1;18,9;42,5;2;
2016-08-26;7,7;19,2;39,3;2,8;
2016-08-27;8,5;19,8;50,8;1,3;
2016-08-28;5,8;20,9;47;2;
2016-08-29;7,1;22,6;35,8;1,5;
2016-08-30;8,4;22,8;51;1,7;
2016-08-31;6,6;22,9;56,8;1,3;
2016-09-01;4,8;20,7;68;1,1;
2016-09-02;4,2;21,5;55,8;1,9;
2016-09-03;6,1;20,6;52;,9;
2016-09-04;0;20,9;50;1;
2016-09-05;8,2;21,3;45,3;2,2;
2016-09-06;6,3;22,2;45,5;1,5;
2016-09-07;6,5;24;38;,8;
2016-09-08;8;25,4;37;1,8;
2016-09-09;9,5;22,8;52,8;1,6;
2016-09-10;7,7;22,2;52,5;1,5;
2016-09-11;6,6;22,3;41;1,5;
2016-09-12;7,3;23,4;36,5;2,3;
2016-09-13;12,4;23,8;40,5;1,4;
2016-09-14;9,4;25,7;34,3;,8;
2016-09-15;9,9;27,4;33,5;1,2;
2016-09-16;11;23,9;56,8;1,4;
2016-09-17;6,5;22,5;57;1,2;
2016-09-18;6,5;26,3;38,5;1;
2016-09-19;9,6;25,1;52,5;1;
2016-09-20;2,6;23,3;62;,6;
2016-09-21;4,1;19,2;60,8;1,7;
2016-09-22;6;18,8;55,3;1,9;
2016-09-23;6,3;22,7;46,5;1,2;
2016-09-24;6;23,3;56,5;1,6;
2016-09-25;5,3;22;60,3;1,4;
2016-09-26;3,9;19,6;71,5;1,4;
2016-09-27;3,7;20,8;62,8;1;
2016-09-28;4,8;22,7;63;1,4;
2016-09-29;5,1;24,2;44,3;,8;
2016-09-30;6,7;23,7;58,5;1;
2016-10-01;8;20,7;69,8;1,8;
2016-10-02;4,3;19,6;70,5;1,3;
2016-10-03;4,4;19,5;66,8;1,9;
2016-10-04;3,8;18,4;91,8;,9;
2016-10-05;1,1;20,3;79;1,1;
2016-10-06;1,7;21,1;83,5;2,2;
2016-10-07;2,4;21,1;45;1,5;
2016-10-08;7,6;23,7;41,3;,8;
2016-10-09;0;24,8;48,5;,7;
2016-10-10;7,6;22,5;63,5;2,5;
2016-10-11;5,7;22,5;57,5;2,4;
2016-10-12;6,4;23;54;2,6;
2016-10-13;7,2;22,5;59,8;1,9;
2016-10-14;5,6;23,2;63,5;,9;
2016-10-15;5,1;24,6;58,5;1,5;
2016-10-16;5,5;24,2;65;1,4;
2016-10-17;6,4;25,9;50,5;,9;
2016-10-18;8,2;26,9;48,8;1,6;
2016-10-19;8;28,2;43,5;2,1;
2016-10-20;4,8;28,3;50;1,1;
2016-10-21;7,2;27,9;48,3;,5;
2016-10-22;8,1;24,6;65,5;,6;
2016-10-23;5,9;24,3;60;,4;
2016-10-24;6;25;52,5;1,4;
2016-10-25;8,3;24,8;61,8;1,5;
2016-10-26;7,7;25,9;52,5;2,5;
2016-10-27;8,2;27,6;44,3;1,6;
2016-10-28;8,8;25,9;57,5;1;
2016-10-29;5,8;20,5;71,5;,9;
2016-10-30;4;20;66,3;null;
2016-10-31;5,4;22,2;57,3;1,5;
2016-11-01;6,4;22,6;54;1,8;
2016-11-02;6,5;22,3;66,3;,9;
2016-11-03;4,7;24,7;60,8;1,3;
2016-11-04;6;22,2;81,3;1,7;
2016-11-05;2,2;21,3;73,5;1,1;
2016-11-06;3,9;21;59,3;2,5;
2016-11-07;6;21,5;69,8;2,1;
2016-11-08;3,5;22,3;67,5;1,4;
2016-11-09;4;24;60,3;1,4;
2016-11-10;5,2;23,4;68;,8;
2016-11-11;3,9;24,4;69,8;1;
2016-11-12;4;23,6;76,5;,5;
2016-11-13;3;21,4;83;,6;
2016-11-14;1,2;20,4;93,5;,9;
2016-11-15;,4;21,5;87,5;,7;
2016-11-16;1,5;22,7;76,5;1,1;
2016-11-17;2,4;23,1;76,8;,8;
2016-11-18;2,5;22,8;78,3;2,7;
2016-11-19;3,8;19,4;46,3;1;
2016-11-20;7,8;20,5;53,3;,9;
2016-11-21;6,3;21,9;67,3;1,3;
2016-11-22;3,9;22,2;78,5;1;
2016-11-23;2,1;20,9;88,8;1,1;
2016-11-24;1;23,7;73,3;,4;
2016-11-25;3,9;24,3;64,8;1,5;
2016-11-26;5,1;24,4;59,8;1,4;
2016-11-27;6;25;58;2;
2016-11-28;6,7;25,3;61;1,3;
2016-11-29;6;24,7;71,5;1,3;
2016-11-30;3,7;22,1;74,8;2,1;
2016-12-01;3,2;19,2;81,3;1,6;
2016-12-02;6,4;22,2;67,8;1,4;
2016-12-03;3;24,9;60,8;,5;
2016-12-04;4,6;21,5;83,5;1;
2016-12-05;1,5;21,6;91;1,6;
2016-12-06;1,3;25,8;55;1,2;
2016-12-07;6,1;26,7;57;1,5;
2016-12-08;5,6;24,4;66,8;1,3;
2016-12-09;4,9;25,3;66,3;1;
2016-12-10;3,3;23,2;81,8;1,3;
2016-12-11;1,4;24,1;73,5;,8;
2016-12-12;2,7;23,6;78;1;
2016-12-13;2,7;23;84,8;,5;
2016-12-14;1,7;21,4;97,5;,9;
2016-12-15;1,5;18,5;87;2,2;
2016-12-16;1,8;18,2;78;1,6;
2016-12-17;2,7;21,3;66;1,7;
2016-12-18;4,7;22,2;61,3;1,8;
2016-12-19;5,5;22,7;58,5;1,8;
2016-12-20;6,2;23,5;54,8;1,7;
2016-12-21;6,8;23,8;55,8;1,9;
2016-12-22;6,8;25,4;56,8;1,2;
2016-12-23;6,9;25,9;47,8;1,7;
2016-12-24;8,2;27,4;40,5;,8;
2016-12-25;8,8;25,1;53,3;1;
2016-12-26;5,8;26,5;57,5;1;
2016-12-27;5,5;26,1;63;,5;
2016-12-28;4,3;23,7;71,8;1,3;
2016-12-29;4,7;26,3;47,5;1;
2016-12-30;6,6;26,8;48,8;1;
2016-12-31;6,8;26,1;54;1;
2017-01-01;7,6;27,1;43;,7;
2017-01-02;7,4;27,3;46;1,2;
2017-01-03;8,9;27,1;51;1,1;
2017-01-04;8,5;26,2;56,3;,9;
2017-01-05;7,1;26,6;55,3;,9;
2017-01-06;6,7;26,5;66,3;,8;
2017-01-07;5,5;26,2;55,8;1,2;
2017-01-08;8,3;26,7;46,3;,7;
2017-01-09;null;26,2;51,3;,6;
2017-01-10;8,5;25,1;70,3;1,3;
2017-01-11;4,6;24,8;70;,8;
2017-01-12;4,8;24,6;69,5;1,2;
2017-01-13;5;23,1;74,3;1;
2017-01-14;2,4;23,1;74,8;1;
2017-01-15;2,3;22,1;77;1,1;
2017-01-16;2,5;21,5;79,5;1,4;
2017-01-17;3;23,2;61,8;1,3;
2017-01-18;6;24,6;48;1,7;
2017-01-19;7,2;25;55,3;1;
2017-01-20;7,3;24,6;53,8;1,2;
2017-01-21;6,9;24,3;54,5;1,3;
2017-01-22;6,8;24,2;53,3;1,6;
2017-01-23;7,6;24,8;53,8;1,4;
2017-01-24;6,5;24,6;66;1,4;
2017-01-25;4,8;25,7;56;1,3;
2017-01-26;6;26,2;55;1,5;
2017-01-27;7,3;25,4;51,5;1,1;
2017-01-28;8;24,7;48,5;1,3;
2017-01-29;8;24,5;60,3;1,6;
2017-01-30;8,2;24,5;56,8;2;
2017-01-31;6,4;24,7;54,5;1,5;
2017-02-01;7,7;23,5;62;1,7;
2017-02-02;5,6;23,7;71;1,6;
2017-02-03;3,5;22,7;76,3;1;
2017-02-04;2,5;22,9;77,3;,7;
2017-02-05;3,1;22,5;83,5;,6;
2017-02-06;1,6;22,9;79,5;1,3;
2017-02-07;2,9;24,2;73,8;1;
2017-02-08;3,4;24,2;73,8;1,1;
2017-02-09;4;24,1;62,8;1,7;
