Nome: SAO PAULO(MIR.de SANTANA)
Codigo Estacao: 83781
Latitude: -23.49638888
Longitude: -46.61999999
Altitude: 785.16
Situacao: Operante
Data Inicial: 1991-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
1993-03-31;1,4;0;21,9;73,8;1,3;
1993-04-01;3,1;0;20,4;90,8;1,3;
1993-04-02;,7;10;20,9;84,8;1;
1993-04-03;1,4;4;21,8;79,5;1,3;
1993-04-04;2,6;0;22,1;79;1;
1993-04-05;4;0;23,8;77;2;
1993-04-06;3,5;13,6;24,7;69,3;1;
1993-04-07;6,7;0;25,7;67,3;1;
1993-04-08;4,2;0;22,1;83,5;2,7;
1993-04-09;1,5;30,2;18,5;79,3;2;
1993-04-10;2,9;0;17,8;71,5;1,3;
1993-04-11;3,1;0;19,7;77;2,7;
1993-04-12;3;0;20,5;81,8;1,7;
1993-04-13;2,5;20,7;21,5;81,3;1;
1993-04-14;2,5;,2;21,4;79,8;,7;
1993-04-15;2;0;21;77,3;1;
1993-04-16;2,5;0;20,6;69,5;1;
1993-04-17;3,5;0;21,4;76,3;1;
1993-04-18;3;0;21,5;79;1,3;
1993-04-19;2,8;0;22,2;77,3;1,3;
1993-04-20;3,2;0;23,3;73,8;,3;
1993-04-21;2,9;0;23;79,5;1;
1993-04-22;2,6;0;20,5;79;1,7;
1993-04-23;2,8;0;20,1;82;2,3;
1993-04-24;1,8;37,6;19,6;87,5;1,3;
1993-04-25;2,9;2,1;20,1;77,3;,7;
1993-04-26;1,5;0;20;77,3;1,3;
1993-04-27;4;0;19,6;75,5;2;
1993-04-28;3;0;21,2;75,3;1,7;
1993-04-29;2,1;0;20,7;78,5;1,3;
1993-04-30;2,3;0;20,2;78,5;1,7;
1993-05-01;3,6;0;21,1;77,5;1;
1993-05-02;2,5;,4;20,7;69,8;1,7;
1993-05-03;3,6;,3;20,8;63,3;1,3;
1993-05-04;4,4;,8;22,1;66,3;2;
1993-05-05;5,2;0;20;73,5;2,3;
1993-05-06;2,8;10,6;18,2;84;1,7;
1993-05-07;1;0;20;77,3;2,7;
1993-05-08;3,3;0;19,8;73;1,3;
1993-05-09;2,3;0;19,2;78,5;,7;
1993-05-10;2,4;0;19,4;78,3;1;
1993-05-11;4,4;0;21;62,5;2,7;
1993-05-12;6;0;22,5;46,3;1,3;
1993-05-13;6,5;0;21,9;59;3,7;
1993-05-14;7;11,8;18,7;86,8;3;
1993-05-15;1,5;10,5;14,1;89,8;2,3;
1993-05-16;1;,2;15,2;88,3;2,3;
1993-05-17;1,3;,2;16,8;83,5;1,7;
1993-05-18;1,7;0;17,6;73,5;1,3;
1993-05-19;3,2;0;17,8;72,8;1,7;
1993-05-20;3;0;16,8;72,8;1,3;
1993-05-21;2,7;0;16;74,8;1,3;
1993-05-22;1,7;0;15,9;72;1,7;
1993-05-23;3,8;0;16,7;74,3;1;
1993-05-24;2,3;0;16,5;75;1,3;
1993-05-25;2,9;0;17,2;76;,7;
1993-05-26;1,6;0;18,4;71;1;
1993-05-27;3,4;0;17,7;78;1;
1993-05-28;2,3;4;13,6;80,8;2;
1993-05-29;1,3;0;15,9;79,8;1,3;
1993-05-30;1,6;2;15,4;91,3;2,7;
1993-05-31;2;60,4;18,6;82,5;1,7;
1993-06-01;,5;3,8;13,4;84,3;2,3;
1993-06-02;1,1;,3;12,8;91,5;2;
1993-06-03;,9;0;16,4;85,8;1,7;
1993-06-04;1;0;17,9;73,3;1,7;
1993-06-05;3,4;2,8;16,7;87,3;1,3;
1993-06-06;1,2;1,8;17,5;92,5;,3;
1993-06-07;,4;2,1;18,8;86,3;1;
1993-06-08;2;0;19,5;72,8;2,3;
1993-06-09;3,5;0;21,3;74,8;1,3;
1993-06-10;1,2;4,5;15,3;90;1;
1993-06-11;2,3;19,6;13,8;90,8;1,3;
1993-06-12;1;,2;14,3;86,3;2,7;
1993-06-13;1,5;0;13,9;83,5;1;
1993-06-14;2,2;0;14,8;72,5;1;
1993-06-15;2,8;0;15,2;79;1,3;
1993-06-16;2;0;15,8;68;2;
1993-06-17;4;0;16,8;68,5;,7;
1993-06-18;2,8;9,6;14,9;89,8;1,3;
1993-06-19;,9;12,8;13,2;77,3;1;
1993-06-20;1,8;0;13,3;80,3;2;
1993-06-21;1,2;0;15,3;65;1,3;
1993-06-22;3,3;0;16,8;67,3;1;
1993-06-23;3,5;0;17,8;68;1;
1993-06-24;3,1;0;17,6;61;1,3;
1993-06-25;4,4;0;17;76,8;,7;
1993-06-26;2,1;0;17,4;66;1,3;
1993-06-27;1,6;0;18,8;49;1,7;
1993-06-28;7,8;0;18,5;60,5;1,3;
1993-06-29;5,2;0;20,3;51,5;1;
1993-06-30;6;0;18,7;77;1;
1993-07-01;3;0;21;53;1,3;
1993-07-02;2;0;22,4;44,8;2;
1993-07-03;8,3;0;22,6;45;2;
1993-07-04;7,1;0;22,5;50,3;1;
1993-07-05;4,4;0;22;41,3;1;
1993-07-06;9,2;0;22,3;37,5;2,3;
1993-07-07;7,8;0;15,5;78,8;3;
1993-07-08;2,5;0;13,7;81,5;2,3;
1993-07-09;1,5;0;18,5;71,5;1,3;
1993-07-10;2,5;0;20,5;69,3;1;
1993-07-11;4,5;0;21,2;59,5;1,7;
1993-07-12;5,9;0;17,7;81,5;1,3;
1993-07-13;2,1;0;18,2;78;2,3;
1993-07-14;3,1;1;13,3;90,8;1,3;
1993-07-15;,9;9,4;11,1;83,5;1,7;
1993-07-16;1;,1;12,2;92,5;2;
1993-07-17;,6;0;15,5;86;1;
1993-07-18;1,4;0;17,2;85,8;1;
1993-07-19;1,5;0;18,9;69,8;1,3;
1993-07-20;3;0;19;64,3;1;
1993-07-21;4,5;0;19,1;61,5;1;
1993-07-22;4,5;0;19,2;65,8;1;
1993-07-23;4,4;0;20;63;,7;
1993-07-24;4,1;0;17;72;1,7;
1993-07-25;4;0;12,4;81,8;2;
1993-07-26;1,7;0;12,2;69,8;1,7;
1993-07-27;1,8;0;13,2;83,5;2,3;
1993-07-28;1,7;0;17,1;80;1,7;
1993-07-29;1,5;0;18,4;76,3;1,3;
1993-07-30;2,8;4,6;18,4;86;,7;
1993-07-31;1,4;,1;12,6;64;4;
1993-08-01;3,2;0;9,6;55;1;
1993-08-02;3,4;,4;13,8;69,3;,7;
1993-08-03;2,3;1,4;17,4;71,8;1;
1993-08-04;2,3;0;14,6;87,3;2;
1993-08-05;1,5;0;16,6;81,5;1,3;
1993-08-06;1,9;0;19;63,5;1,3;
1993-08-07;,8;0;20;57,3;1;
1993-08-08;1,2;0;21;47,8;,7;
1993-08-09;5,1;0;17,6;68;,7;
1993-08-10;2,5;0;11,7;85,8;2;
1993-08-11;1,5;1,6;12,5;71,3;,7;
1993-08-12;2,5;0;11,9;56,8;1,7;
1993-08-13;4;0;12,8;70,8;1,3;
1993-08-14;3,2;0;12,7;82,5;2,3;
1993-08-15;1,6;0;14,2;77,8;1;
1993-08-16;2,2;0;16;78,3;1,7;
1993-08-17;2,3;0;17,4;76,5;1;
1993-08-18;5,5;0;14,8;86,8;2,3;
1993-08-19;2;0;13,2;78,5;1;
1993-08-20;2,3;0;13,3;69,8;1,7;
1993-08-21;2,8;0;12,7;77,3;3;
1993-08-22;3,2;0;13,7;70,3;1,7;
1993-08-23;3,2;0;14,6;83;1;
1993-08-24;2;29,2;15,1;94,5;2;
1993-08-25;,5;19,5;17,8;71,3;1,7;
1993-08-26;3,5;0;18;70,8;1;
1993-08-27;2,5;0;19,2;61,3;1;
1993-08-28;6;0;20,2;40,8;0;
1993-08-29;6;0;22,2;37,3;,7;
1993-08-30;8;0;24,8;32,8;,7;
1993-08-31;9,9;0;24,4;40,3;1,7;
1993-09-01;9,1;0;20;76;1;
1993-09-02;3;0;20,5;72,5;1,3;
1993-09-03;3,7;0;15,1;93,5;2;
1993-09-04;,3;15,8;12,6;90,5;1,7;
1993-09-05;1;0;19,6;65;1,3;
1993-09-06;4;0;22,6;56,8;,7;
1993-09-07;7;0;24,8;41,5;2;
1993-09-08;7;11,7;18,9;82,5;1,3;
1993-09-09;1,5;0;15,6;94,5;1,3;
1993-09-10;,5;5;13,9;91,3;2;
1993-09-11;1;3,9;12,5;92;1,7;
1993-09-12;,7;2,2;13,4;81,8;1,3;
1993-09-13;1,8;0;15;75,8;2;
1993-09-14;3,5;0;16,1;79;2;
1993-09-15;2;2,7;16,8;87,8;1,7;
1993-09-16;1,6;24,2;18,2;77,3;2;
1993-09-17;2,8;1,3;16,6;79;,7;
1993-09-18;3,5;0;17,9;70,5;1;
1993-09-19;3,3;0;20,8;62;,7;
1993-09-20;5;0;20,9;75,3;3,3;
1993-09-21;4;,6;16,6;96;2;
1993-09-22;,8;48,9;15;93;2;
1993-09-23;,2;12,4;16,3;97;1;
1993-09-24;,5;24,8;18,6;94,5;1;
1993-09-25;3,1;9,7;16;87,3;1;
1993-09-26;6,6;0;17;82,8;2,7;
1993-09-27;2;26,3;16,9;87,3;2;
1993-09-28;2,6;17,2;16,8;72;1;
1993-09-29;3,2;0;18,1;78,3;1;
1993-09-30;2,6;0;19,4;79,3;1;
1993-10-01;2;0;20,8;72,8;1,3;
1993-10-02;3,6;0;22,7;72,8;2,4;
1993-10-03;4,3;0;22,5;69,8;1,2;
1993-10-04;4,1;9;20,8;80,8;3,4;
1993-10-05;2,4;13,6;18,1;85;2,7;
1993-10-06;2;43,9;13,1;84,3;4,5;
1993-10-07;2,5;1,2;13,8;82,5;2,9;
1993-10-08;2;0;16,5;70,8;2,5;
1993-10-09;3,5;0;18,9;67,3;2,1;
1993-10-10;4,4;0;22,2;57;1,6;
1993-10-11;5,4;0;23,1;50;,3;
1993-10-12;5,7;0;23,6;52,3;2,2;
1993-10-13;6,5;0;24,3;56,5;,9;
1993-10-14;6,5;0;25,9;43,5;3;
1993-10-15;9,5;0;23,4;61,8;2,7;
1993-10-16;7;2,6;22,3;62,8;1,6;
1993-10-17;4,5;,1;23,3;57,5;2,6;
1993-10-18;5,5;0;22,1;73,5;2,7;
1993-10-19;2,5;15,3;20,8;84,5;2,6;
1993-10-20;2,5;1;22;74,8;2,7;
1993-10-21;4;7,8;23,5;81,8;2,6;
1993-10-22;1,5;20,3;22,4;79,5;2,2;
1993-10-23;2,5;11;21,6;73,8;3,8;
1993-10-24;3;3,4;18;87,8;3,4;
1993-10-25;1;0;19,8;82,3;1,9;
1993-10-26;2;0;17,3;86,8;2,5;
1993-10-27;,7;19,3;16;81,8;3,1;
1993-10-28;2,3;0;17,2;73,5;3,6;
1993-10-29;3;0;20;78,3;3;
1993-10-30;3,7;0;22,5;59,3;,5;
1993-10-31;5;0;24,4;53;,5;
1993-11-01;7,8;0;24,6;60;3,6;
1993-11-02;6,2;4,3;19,6;84,5;2,4;
1993-11-03;1,5;0;19,3;72;3,7;
1993-11-04;3,5;0;20,6;72,3;2,4;
1993-11-05;3;0;25;58,8;2,3;
1993-11-06;3,5;0;23,4;70,8;3;
1993-11-07;4,5;11,9;20,2;81,3;3;
1993-11-08;1,5;,1;17,8;86,3;4,3;
1993-11-09;2,6;0;19,8;70,5;5,2;
1993-11-10;3,4;0;20;75,8;2,5;
1993-11-11;3,6;0;21,6;67,5;2,8;
1993-11-12;3,8;0;23,4;54,8;,9;
1993-11-13;5,6;0;25,2;56,5;1;
1993-11-14;6,5;0;26,4;44,3;1,3;
1993-11-15;8,4;0;26,5;49,3;2;
1993-11-16;5,6;0;26,6;49,5;,7;
1993-11-17;8,5;0;24,8;61;4,2;
1993-11-18;6;35;23,1;84;2,2;
1993-11-19;3,2;2,2;22,6;83,8;2,9;
1993-11-20;6,5;,2;20,5;71;4,9;
1993-11-21;4,3;0;19,6;76,8;3,7;
1993-11-22;3,2;0;22,4;74,5;1;
1993-11-23;4;3,6;23;66;1,7;
1993-11-24;5;16,5;25,6;63,3;1;
1993-11-25;6,5;0;23,8;70,8;,7;
1993-11-26;3,7;3,2;22,3;78,8;1,7;
1993-11-27;3;19,2;24;63;3;
1993-11-28;7,3;0;24,2;37,5;2,3;
1993-11-29;9,5;0;23,3;46,8;2,3;
1993-11-30;9;0;23,7;59,5;,7;
1993-12-01;5,2;2,4;22,1;74;1,7;
1993-12-02;3;6,9;22,6;80,3;,7;
1993-12-03;3;0;24,1;75,8;1,7;
1993-12-04;4;0;25,5;61,8;1,3;
1993-12-05;6;0;24,6;67,5;1,3;
1993-12-06;4;0;23,7;79,3;1;
1993-12-07;2,7;26,7;25;66,5;1;
1993-12-08;4,7;,5;24,5;81;1;
1993-12-09;3,1;1,4;22,5;78;1;
1993-12-10;2,3;0;22,2;84,5;1;
1993-12-11;1,7;11,7;20,6;81,8;1;
1993-12-12;2,5;2;21,7;68,3;1,7;
1993-12-13;3;0;23,7;69,5;1;
1993-12-14;4,5;16;25,1;62,5;,3;
1993-12-15;5,6;0;26,5;61,5;1;
1993-12-16;6,4;,2;24,8;72,3;3;
1993-12-17;4;,2;19,5;83,8;1,7;
1993-12-18;2,4;1,3;18,9;77,5;2,3;
1993-12-19;2,1;0;21,2;82,8;1,3;
1993-12-20;2;22,1;22,1;79;2;
1993-12-21;3,5;5,8;16,8;74,5;1,3;
1993-12-22;3;0;18;74,5;2,3;
1993-12-23;4,4;0;19,8;69,8;2,7;
1993-12-24;4,1;0;19,1;79;2,3;
1993-12-25;2;26,6;19,1;89,3;1,3;
1993-12-26;1,1;5,8;21,8;70,5;1,7;
1993-12-27;2,9;,2;23,6;72;2,7;
1993-12-28;4,5;3,7;22,6;77,5;3,3;
1993-12-29;2,9;31,2;21,9;79;2,7;
1993-12-30;1,6;11;17,3;87,5;2,7;
1993-12-31;1,8;4,6;18,1;81;1,3;
1994-01-01;2,2;0;21,4;71,5;,7;
1994-01-02;3,5;0;21,7;67,5;1;
1994-01-03;5;0;19;78;1;
1994-01-04;2,7;1,2;19,7;74,5;3,3;
1994-01-05;3,2;4,4;18,8;78,5;2,3;
1994-01-06;2,7;0;20,4;74,8;1,3;
1994-01-07;3,6;0;22,6;73,3;1;
1994-01-08;4,3;7,1;23,2;77,8;1,3;
1994-01-09;3,5;21,7;21;80,8;3,7;
1994-01-10;3;16;19,8;64;1,3;
1994-01-11;4,7;0;20,6;69,8;1;
1994-01-12;3,8;0;20,2;77,3;2,3;
1994-01-13;3,2;0;19,4;93,3;1,3;
1994-01-14;,3;14,8;21,2;74,3;1;
1994-01-15;7;0;22,2;66;1,3;
1994-01-16;5,5;0;22,6;73,3;2,3;
1994-01-17;4;2,2;23,4;72,3;,7;
1994-01-18;4;1,7;25,8;60,8;1,3;
1994-01-19;5,1;14,6;22,8;84,8;2;
1994-01-20;2,3;7,8;22,6;87,3;1;
1994-01-21;1,5;5,4;23,5;79,3;1,3;
1994-01-22;2,1;32,4;21,3;84,3;1,7;
1994-01-23;2,5;4;21,6;82;1;
1994-01-24;2,5;0;23;86,3;1,3;
1994-01-25;1,8;12,6;24;78,3;1;
1994-01-26;5,4;2;24,2;79,5;2,3;
1994-01-27;2,8;5,3;20,7;91;1,7;
1994-01-28;1,2;19,4;21,7;86,5;,7;
1994-01-29;1,3;44,4;22,3;84,5;1,7;
1994-01-30;2;1,7;22,4;88;,3;
1994-01-31;1,5;13,2;22,3;81,8;1;
1994-02-01;3;1,8;23,9;71,3;,7;
1994-02-02;4,8;2,4;24,8;67,8;0;
1994-02-03;4,2;0;25,8;60;,7;
1994-02-04;5;0;26,9;57,3;1,3;
1994-02-05;6,5;0;25,2;70,8;1,3;
1994-02-06;4;11;21,5;83,3;1,7;
1994-02-07;2;9;21,7;81,8;1,3;
1994-02-08;2;4;21;85,3;1,7;
1994-02-09;1;61,2;24;68;1;
1994-02-10;3,5;0;24,9;71;,7;
1994-02-11;5;15,2;23,8;81,5;,7;
1994-02-12;1,5;3,5;23;78,5;2;
1994-02-13;3;23,3;23,2;77,3;1,3;
1994-02-14;2,6;,5;23,3;80,3;1,3;
1994-02-15;2,2;5,7;25,2;67;1;
1994-02-16;5;3,6;26,2;65,3;1,7;
1994-02-17;5;0;26,3;64,5;0;
1994-02-18;5,5;0;26;66,5;,7;
1994-02-19;4,7;0;25,2;72,3;1;
1994-02-20;3,8;0;25,2;74;1,3;
1994-02-21;3;0;24,8;71;1;
1994-02-22;4,5;0;24,5;69;,3;
1994-02-23;4;3;24,6;78,3;,3;
1994-02-24;3,5;0;25,6;67,8;1;
1994-02-25;5;15,6;23,2;75,8;1;
1994-02-26;3,5;11;23,3;69,8;2;
1994-02-27;3,7;0;23,9;70,5;1,3;
1994-02-28;4,3;0;25,4;66,8;,7;
1994-03-01;5,4;,3;23,2;78,8;1,3;
1994-03-02;3,1;24,8;19,2;87,8;1,7;
1994-03-03;1,7;10,4;17,9;84,3;2,3;
1994-03-04;1,8;2;19,2;72,3;1,7;
1994-03-05;3,5;0;19,1;73,8;1,1;
1994-03-06;3,5;0;18,7;76,8;1,7;
1994-03-07;2,5;,2;18,6;79;2;
1994-03-08;1,8;6,1;20,1;82;2,7;
1994-03-09;2,7;0;21;82,8;2;
1994-03-10;2,2;6,1;22,9;78,5;2;
1994-03-11;3,8;106,2;22,2;84,3;,7;
1994-03-12;1,2;2,6;21,2;93,5;1,3;
1994-03-13;1,8;19,2;20,9;79,3;2;
1994-03-14;2,5;0;21,2;77,8;1;
1994-03-15;2,7;0;21,9;76;2,3;
1994-03-16;3,6;0;22,1;70,8;1;
1994-03-17;4,6;0;22,9;79,3;1;
1994-03-18;3,5;0;24,1;70,5;,7;
1994-03-19;4,2;0;22,9;78;,7;
1994-03-20;3,5;32,3;21,8;84,3;1;
1994-03-21;2,5;,4;23,4;66,5;1,7;
1994-03-22;5,7;4,2;23;73,5;1,3;
1994-03-23;3,8;0;22,3;72,3;,7;
1994-03-24;4,5;0;22,7;75,5;1;
1994-03-25;4;,8;23,9;68,8;1,3;
1994-03-26;3,4;14;21,2;86,5;3;
1994-03-27;2,2;9,2;18,4;79;1,3;
1994-03-28;2,9;0;19,7;74;1,3;
1994-03-29;2,9;0;22,7;71,8;1,7;
1994-03-30;3,5;0;23,6;69;0;
1994-03-31;3,3;13,5;21,2;86,3;1,3;
1994-04-01;2,2;1,1;19,2;89,8;1,7;
1994-04-02;1,7;,1;17,9;83,3;2,3;
1994-04-03;2,3;0;18,6;71,3;1,4;
1994-04-04;3,6;0;19,9;75,3;1;
1994-04-05;3;0;21,4;70;,7;
1994-04-06;3;0;22,6;60,3;1;
1994-04-07;7,4;0;19,5;77,3;2,3;
1994-04-08;3,6;,7;16,4;87;1,7;
1994-04-09;1,5;2,6;17,6;80,5;2;
1994-04-10;2,7;0;19,1;77,8;1;
1994-04-11;2,4;0;20,3;76;,3;
1994-04-12;3,4;0;20,7;77,3;1;
1994-04-13;3,2;0;20,4;79,3;1,5;
1994-04-14;3,5;9,8;18,6;87,5;1,3;
1994-04-15;1,5;,3;19,5;83;1,3;
1994-04-16;2,5;0;19,4;77;1,7;
1994-04-17;2;0;21,2;72;2,3;
1994-04-18;4,5;0;20;88,3;2;
1994-04-19;1;17;17,9;92,3;1,3;
1994-04-20;1;8,7;19,7;86,8;1;
1994-04-21;1,7;0;23,7;69,3;1,4;
1994-04-22;2,3;40,2;20,7;87,5;2;
1994-04-23;1,8;16,8;20,2;89,3;1,7;
1994-04-24;1,7;,2;20,1;83,5;1,7;
1994-04-25;4,2;0;20,9;85,3;3,1;
1994-04-26;2;2,4;21,4;83,3;,7;
1994-04-27;3;0;23,2;75;,3;
1994-04-28;2,5;0;22,1;75,3;,7;
1994-04-29;3,9;0;21,1;77;2,5;
1994-04-30;3,1;0;19,8;73,5;3,2;
1994-05-01;3,4;0;19,9;79;2,8;
1994-05-02;2;0;19,9;79,8;1,3;
1994-05-03;3;0;21,5;72,3;1,4;
1994-05-04;3;0;22,4;58;1,3;
1994-05-05;5,5;0;20,9;71;1,2;
1994-05-06;3,5;0;19,8;81,8;1,7;
1994-05-07;2,3;0;21,4;75,5;1,3;
1994-05-08;2,7;0;21,3;74;1;
1994-05-09;4;0;22,3;68;1,1;
1994-05-10;3,7;0;21,3;81,5;1;
1994-05-11;2,8;0;22,3;74,8;,8;
1994-05-12;2,8;0;20,4;72,3;1;
1994-05-13;3,5;0;18,6;87,3;1,9;
1994-05-14;1,1;4,7;16,5;92,8;1,8;
1994-05-15;,7;6,5;15,8;84;2,8;
1994-05-16;1,9;,4;17,6;79,5;1,4;
1994-05-17;4;0;16,7;81;1,4;
1994-05-18;4;0;16,4;79,5;2,1;
1994-05-19;1;0;17,1;67,3;2,3;
1994-05-20;6,5;0;18,9;70,3;1,5;
1994-05-21;,5;,1;18,4;77,5;2,1;
1994-05-22;2,5;0;19,4;78,3;2,6;
1994-05-23;2,5;0;19,6;86,3;2;
1994-05-24;1;,6;19;86,8;1,9;
1994-05-25;1,7;1,5;21,4;70,5;2,3;
1994-05-26;3,3;0;20,6;74,5;2,2;
1994-05-27;2;24;17,7;91,8;2,2;
1994-05-28;1,9;2,9;17,1;87,5;1,6;
1994-05-29;1,6;0;15,4;88;2,5;
1994-05-30;1,5;0;15,7;79,3;2,6;
1994-05-31;1,7;0;17,6;80,3;2,6;
1994-06-01;2,3;0;18;82,5;3,5;
1994-06-02;2,4;,4;17,7;84,5;1,5;
1994-06-03;2,6;0;18,3;71;2,2;
1994-06-04;3,3;0;15,9;82,3;1,5;
1994-06-05;1,1;1,3;16,2;81,3;,9;
1994-06-06;2,1;0;17,1;69,8;1,8;
1994-06-07;4;0;17,2;83;2,1;
1994-06-08;2,5;0;15,6;91,8;3,2;
1994-06-09;1;6,7;14,2;82,8;3;
1994-06-10;1,8;0;14,2;84;3,5;
1994-06-11;2,6;0;14,4;83;1,8;
1994-06-12;1,8;0;13,9;86,3;1,5;
1994-06-13;1,6;0;15,4;71,3;2,6;
1994-06-14;3,4;0;15,5;82,5;2,6;
1994-06-15;2,6;0;16,2;85;2,7;
1994-06-16;2;0;16,2;87,5;2,4;
1994-06-17;1;0;17;75,3;3;
1994-06-18;3,2;0;17,8;65,3;2,2;
1994-06-19;4,3;0;18;74,8;1,2;
1994-06-20;4;0;19,4;58,3;4,5;
1994-06-21;4,5;0;18,5;67,5;3,4;
1994-06-22;4,5;4,4;16,5;89,3;2,4;
1994-06-23;1,1;5;16,2;82,8;2,8;
1994-06-24;2,3;0;18,6;65;2,1;
1994-06-25;5,6;4,5;12,5;75,5;3,5;
1994-06-26;3;9,6;7,2;51,3;2,5;
1994-06-27;3,5;0;11,4;50,8;1,9;
1994-06-28;2;0;11,9;67,8;2,2;
1994-06-29;6;0;12;75,5;2,5;
1994-06-30;3;0;14,7;72,3;2,2;
1994-07-01;3,5;0;17,5;66,3;3;
1994-07-02;4,6;0;17,7;73,8;1,2;
1994-07-03;3,1;0;16,6;88;2,5;
1994-07-04;1,8;0;16,7;84,5;3,5;
1994-07-05;2;0;16;87,3;3,5;
1994-07-06;1,9;0;18;64,8;3,5;
1994-07-07;5,7;0;19,9;65,3;3;
1994-07-08;4,4;,1;17,2;81,8;3,6;
1994-07-09;2;1;8,9;47,3;3,4;
1994-07-10;6;0;7,8;79,8;4;
1994-07-11;1,5;0;10,4;87;3,6;
1994-07-12;1,5;0;13,4;73;2,3;
1994-07-13;2,5;0;14,8;69;2;
1994-07-14;2;0;15,5;67;2,2;
1994-07-15;4;0;16,4;65;2,2;
1994-07-16;4;0;17,1;59,5;1,3;
1994-07-17;6,5;0;18,6;60,3;1;
1994-07-18;6,5;0;18,3;70,3;1;
1994-07-19;4,5;0;19,8;53,3;1,3;
1994-07-20;7,6;0;21,4;46,8;2,3;
1994-07-21;8,3;0;20,8;49,5;1;
1994-07-22;8;0;21,6;57;2,3;
1994-07-23;6;9,7;14,1;92;1,3;
1994-07-24;,7;15,3;11,7;86,8;1;
1994-07-25;,6;0;16,7;66,3;,7;
1994-07-26;4,8;0;17,6;78,3;,7;
1994-07-27;2,2;0;19,2;53,5;0;
1994-07-28;5,5;0;20,5;51;,7;
1994-07-29;7;0;20,8;59,5;,3;
1994-07-30;4,4;0;20,1;64,5;,3;
1994-07-31;3,7;0;17,5;79,8;1,3;
1994-08-01;1,9;0;19,1;74;,7;
1994-08-02;2,9;0;20,1;52;1,3;
1994-08-03;,2;,2;13,2;76,5;2,5;
1994-08-04;1,5;1;10,1;74;3;
1994-08-05;2,5;,5;11,1;82,5;2,4;
1994-08-06;1,8;,2;11,8;78,3;2;
1994-08-07;2,7;0;12,6;77;1,3;
1994-08-08;2,1;0;14,8;76,5;1;
1994-08-09;2,4;0;18,4;55,5;,7;
1994-08-10;5,5;0;18,2;65,3;2;
1994-08-11;4;0;13,3;82,8;2,3;
1994-08-12;1,5;0;14,1;84;2;
1994-08-13;1,5;0;18;70,3;,7;
1994-08-14;3,5;0;18,1;61;0;
1994-08-15;4;0;18,6;64,3;1;
1994-08-16;4,6;0;17,2;74,5;1;
1994-08-17;2,9;1,2;13,2;89,5;3;
1994-08-18;1,5;0;14,9;81;1;
1994-08-19;1;0;19,5;66;1;
1994-08-20;3,9;0;19,5;56,5;1;
1994-08-21;4,1;0;19,5;53,3;1;
1994-08-22;6,5;0;20,5;45;0;
1994-08-23;8;0;18;74,3;1,3;
1994-08-24;3,5;0;13,5;85,5;1,7;
1994-08-25;1,5;0;16,2;83,5;1,7;
1994-08-26;1;0;18,1;72,5;1,3;
1994-08-27;4,9;0;16;78,5;1,7;
1994-08-28;1,6;0;16,6;86;1,3;
1994-08-29;1,5;0;20,7;76,5;1,3;
1994-08-30;3,4;0;21,7;60;0;
1994-08-31;4,6;0;23,4;50,8;0;
1994-09-01;2,5;0;23,4;44,5;0;
1994-09-02;8,8;0;23,7;42,3;,7;
1994-09-03;6,3;0;16,6;88;2,7;
1994-09-04;1,3;0;15,2;86,8;2;
1994-09-05;1,7;0;16,7;81,8;2,1;
1994-09-06;1,5;0;21,9;53,8;1,9;
1994-09-07;6,5;0;20,3;55,8;1;
1994-09-08;5,9;0;16,1;79,5;4,4;
1994-09-09;2,2;0;13,3;84;3,7;
1994-09-10;1,7;0;13,7;80,8;4,3;
1994-09-11;2,1;0;16,7;77,3;3,2;
1994-09-12;2,1;0;20,4;63,5;1,9;
1994-09-13;10,5;0;20,7;67,8;3,2;
1994-09-14;4,5;0;23,1;49,8;2,4;
1994-09-15;7,8;0;22;62;3,4;
1994-09-16;6,7;0;17,4;83,5;3,1;
1994-09-17;2;0;17,1;84,3;3,2;
1994-09-18;2;0;17,5;77,5;2,4;
1994-09-19;3,7;0;19,3;72,8;1;
1994-09-20;3,3;0;22,1;55,8;,7;
1994-09-21;6;0;23,7;43,5;,3;
1994-09-22;8,5;0;25,4;40,5;,3;
1994-09-23;8,8;0;25;42;0;
1994-09-24;6,7;0;26,1;37;0;
1994-09-25;10,5;0;25,8;38,3;0;
1994-09-26;8;0;20,1;76;2,4;
1994-09-27;3,5;,9;14,8;84,8;3,7;
1994-09-28;1,5;,4;15,8;76;2,3;
1994-09-29;3,9;0;18,1;68,3;2;
1994-09-30;4;0;20,3;69,8;2,7;
1994-10-01;4,4;0;23,4;64,8;,3;
1994-10-02;5,2;0;25,7;52;,9;
1994-10-03;9,3;0;24,1;59;2,7;
1994-10-04;6,1;0;17,8;82,3;2,4;
1994-10-05;1,4;,6;16,5;88,5;3,4;
1994-10-06;2,1;0;18,8;82,8;2,4;
1994-10-07;2,6;0;17,5;84,8;4;
1994-10-08;2,8;0;20;72,8;3,3;
1994-10-09;3,6;0;22,6;53;1,6;
