Nome: SERAFINA CORREA
Codigo Estacao: A894
Latitude: -28.70472222
Longitude: -51.87083332
Altitude: 485.29
Situacao: Operante
Data Inicial: 2024-04-01
Data Final: 2024-05-31
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);
2024-05-14;0000;0;
2024-05-14;0100;,2;
2024-05-14;0200;0;
2024-05-14;0300;0;
2024-05-14;0400;0;
2024-05-14;0500;0;
2024-05-14;0600;0;
2024-05-14;0700;0;
2024-05-14;0800;0;
2024-05-14;0900;,4;
2024-05-14;1000;0;
2024-05-14;1100;0;
2024-05-14;1200;0;
2024-05-14;1300;0;
2024-05-14;1400;0;
2024-05-14;1500;0;
2024-05-14;1600;0;
2024-05-14;1700;0;
2024-05-14;1800;0;
2024-05-14;1900;0;
2024-05-14;2000;0;
2024-05-14;2100;0;
2024-05-14;2200;0;
2024-05-14;2300;0;
2024-05-15;0000;0;
2024-05-15;0100;0;
2024-05-15;0200;0;
2024-05-15;0300;0;
2024-05-15;0400;0;
2024-05-15;0500;0;
2024-05-15;0600;0;
2024-05-15;0700;0;
2024-05-15;0800;0;
2024-05-15;0900;0;
2024-05-15;1000;0;
2024-05-15;1100;0;
2024-05-15;1200;0;
2024-05-15;1300;0;
2024-05-15;1400;0;
2024-05-15;1500;0;
2024-05-15;1600;0;
2024-05-15;1700;0;
2024-05-15;1800;,2;
2024-05-15;1900;0;
2024-05-15;2000;0;
2024-05-15;2100;0;
2024-05-15;2200;0;
2024-05-15;2300;0;
2024-05-16;0000;0;
2024-05-16;0100;0;
2024-05-16;0200;0;
2024-05-16;0300;0;
2024-05-16;0400;0;
2024-05-16;0500;0;
2024-05-16;0600;0;
2024-05-16;0700;0;
2024-05-16;0800;,2;
2024-05-16;0900;,4;
2024-05-16;1000;,8;
2024-05-16;1100;1;
2024-05-16;1200;,8;
2024-05-16;1300;,2;
2024-05-16;1400;0;
2024-05-16;1500;0;
2024-05-16;1600;0;
2024-05-16;1700;0;
2024-05-16;1800;,2;
2024-05-16;1900;,4;
2024-05-16;2000;,4;
2024-05-16;2100;,6;
2024-05-16;2200;,2;
2024-05-16;2300;,2;
2024-05-17;0000;0;
2024-05-17;0100;0;
2024-05-17;0200;0;
2024-05-17;0300;,6;
2024-05-17;0400;1;
2024-05-17;0500;,2;
2024-05-17;0600;1;
2024-05-17;0700;2,2;
2024-05-17;0800;6,2;
2024-05-17;0900;2,6;
2024-05-17;1000;1;
2024-05-17;1100;,2;
2024-05-17;1200;3;
2024-05-17;1300;,4;
2024-05-17;1400;,6;
2024-05-17;1500;3,4;
2024-05-17;1600;,8;
2024-05-17;1700;,4;
2024-05-17;1800;3;
2024-05-17;1900;,8;
2024-05-17;2000;,6;
2024-05-17;2100;2;
2024-05-17;2200;0;
2024-05-17;2300;0;
2024-05-18;0000;0;
2024-05-18;0100;0;
2024-05-18;0200;0;
2024-05-18;0300;,2;
2024-05-18;0400;,2;
2024-05-18;0500;0;
2024-05-18;0600;0;
2024-05-18;0700;0;
2024-05-18;0800;0;
2024-05-18;0900;0;
2024-05-18;1000;0;
2024-05-18;1100;0;
2024-05-18;1200;0;
2024-05-18;1300;0;
2024-05-18;1400;0;
2024-05-18;1500;0;
2024-05-18;1600;0;
2024-05-18;1700;0;
2024-05-18;1800;0;
2024-05-18;1900;0;
2024-05-18;2000;0;
2024-05-18;2100;0;
2024-05-18;2200;0;
2024-05-18;2300;0;
2024-05-19;0000;0;
2024-05-19;0100;0;
2024-05-19;0200;0;
2024-05-19;0300;0;
2024-05-19;0400;0;
2024-05-19;0500;0;
2024-05-19;0600;,2;
2024-05-19;0700;0;
2024-05-19;0800;0;
2024-05-19;0900;0;
2024-05-19;1000;0;
2024-05-19;1100;,2;
2024-05-19;1200;,2;
2024-05-19;1300;0;
2024-05-19;1400;0;
2024-05-19;1500;0;
2024-05-19;1600;0;
2024-05-19;1700;0;
2024-05-19;1800;0;
2024-05-19;1900;0;
2024-05-19;2000;0;
2024-05-19;2100;0;
2024-05-19;2200;0;
2024-05-19;2300;0;
2024-05-20;0000;0;
2024-05-20;0100;0;
2024-05-20;0200;0;
2024-05-20;0300;0;
2024-05-20;0400;0;
2024-05-20;0500;0;
2024-05-20;0600;0;
2024-05-20;0700;0;
2024-05-20;0800;0;
2024-05-20;0900;0;
2024-05-20;1000;0;
2024-05-20;1100;0;
2024-05-20;1200;0;
2024-05-20;1300;0;
2024-05-20;1400;0;
2024-05-20;1500;0;
2024-05-20;1600;0;
2024-05-20;1700;0;
2024-05-20;1800;0;
2024-05-20;1900;0;
2024-05-20;2000;0;
2024-05-20;2100;0;
2024-05-20;2200;0;
2024-05-20;2300;0;
2024-05-21;0000;0;
2024-05-21;0100;0;
2024-05-21;0200;0;
2024-05-21;0300;0;
2024-05-21;0400;,2;
2024-05-21;0500;0;
2024-05-21;0600;0;
2024-05-21;0700;0;
2024-05-21;0800;0;
2024-05-21;0900;0;
2024-05-21;1000;0;
2024-05-21;1100;0;
2024-05-21;1200;,2;
2024-05-21;1300;0;
2024-05-21;1400;0;
2024-05-21;1500;0;
2024-05-21;1600;0;
2024-05-21;1700;0;
2024-05-21;1800;0;
2024-05-21;1900;0;
2024-05-21;2000;0;
2024-05-21;2100;0;
2024-05-21;2200;0;
2024-05-21;2300;0;
2024-05-22;0000;0;
2024-05-22;0100;0;
2024-05-22;0200;0;
2024-05-22;0300;0;
2024-05-22;0400;0;
2024-05-22;0500;0;
2024-05-22;0600;0;
2024-05-22;0700;0;
2024-05-22;0800;0;
2024-05-22;0900;0;
2024-05-22;1000;0;
2024-05-22;1100;0;
2024-05-22;1200;0;
2024-05-22;1300;0;
2024-05-22;1400;0;
2024-05-22;1500;0;
2024-05-22;1600;0;
2024-05-22;1700;0;
2024-05-22;1800;0;
2024-05-22;1900;0;
2024-05-22;2000;0;
2024-05-22;2100;0;
2024-05-22;2200;0;
2024-05-22;2300;0;
2024-05-23;0000;0;
2024-05-23;0100;0;
2024-05-23;0200;0;
2024-05-23;0300;0;
2024-05-23;0400;0;
2024-05-23;0500;0;
2024-05-23;0600;0;
2024-05-23;0700;0;
2024-05-23;0800;5,2;
2024-05-23;0900;2,8;
2024-05-23;1000;0;
2024-05-23;1100;0;
2024-05-23;1200;0;
2024-05-23;1300;0;
2024-05-23;1400;1,4;
2024-05-23;1500;3,2;
2024-05-23;1600;3,8;
2024-05-23;1700;3,4;
2024-05-23;1800;1;
2024-05-23;1900;0;
2024-05-23;2000;,2;
2024-05-23;2100;,6;
2024-05-23;2200;1,8;
2024-05-23;2300;0;
2024-05-24;0000;3,4;
2024-05-24;0100;5,8;
2024-05-24;0200;1,2;
2024-05-24;0300;0;
2024-05-24;0400;0;
2024-05-24;0500;0;
2024-05-24;0600;,2;
2024-05-24;0700;0;
2024-05-24;0800;0;
2024-05-24;0900;0;
2024-05-24;1000;0;
2024-05-24;1100;0;
2024-05-24;1200;0;
2024-05-24;1300;0;
2024-05-24;1400;0;
2024-05-24;1500;0;
2024-05-24;1600;0;
2024-05-24;1700;0;
2024-05-24;1800;,2;
2024-05-24;1900;,6;
2024-05-24;2000;,4;
2024-05-24;2100;0;
2024-05-24;2200;0;
2024-05-24;2300;0;
2024-05-25;0000;,2;
2024-05-25;0100;,2;
2024-05-25;0200;0;
2024-05-25;0300;0;
2024-05-25;0400;0;
2024-05-25;0500;,2;
2024-05-25;0600;,2;
2024-05-25;0700;0;
2024-05-25;0800;0;
2024-05-25;0900;0;
2024-05-25;1000;0;
2024-05-25;1100;,2;
2024-05-25;1200;0;
2024-05-25;1300;0;
2024-05-25;1400;0;
2024-05-25;1500;0;
2024-05-25;1600;0;
2024-05-25;1700;0;
2024-05-25;1800;0;
2024-05-25;1900;0;
2024-05-25;2000;0;
2024-05-25;2100;0;
2024-05-25;2200;0;
2024-05-25;2300;0;
2024-05-26;0000;0;
2024-05-26;0100;0;
2024-05-26;0200;0;
2024-05-26;0300;0;
2024-05-26;0400;0;
2024-05-26;0500;0;
2024-05-26;0600;0;
2024-05-26;0700;0;
2024-05-26;0800;0;
2024-05-26;0900;0;
2024-05-26;1000;0;
2024-05-26;1100;0;
2024-05-26;1200;0;
2024-05-26;1300;0;
2024-05-26;1400;0;
2024-05-26;1500;0;
2024-05-26;1600;0;
2024-05-26;1700;0;
2024-05-26;1800;0;
2024-05-26;1900;0;
2024-05-26;2000;0;
2024-05-26;2100;0;
2024-05-26;2200;0;
2024-05-26;2300;0;
2024-05-27;0000;0;
2024-05-27;0100;0;
2024-05-27;0200;0;
2024-05-27;0300;0;
2024-05-27;0400;,2;
2024-05-27;0500;,6;
2024-05-27;0600;1;
2024-05-27;0700;1,6;
2024-05-27;0800;1;
2024-05-27;0900;,8;
2024-05-27;1000;0;
2024-05-27;1100;,8;
2024-05-27;1200;,6;
2024-05-27;1300;,2;
2024-05-27;1400;,4;
2024-05-27;1500;,2;
2024-05-27;1600;,4;
2024-05-27;1700;1,4;
2024-05-27;1800;1,6;
2024-05-27;1900;0;
2024-05-27;2000;,4;
2024-05-27;2100;,2;
2024-05-27;2200;0;
2024-05-27;2300;0;
2024-05-28;0000;,2;
2024-05-28;0100;0;
2024-05-28;0200;,2;
2024-05-28;0300;0;
2024-05-28;0400;0;
2024-05-28;0500;0;
2024-05-28;0600;0;
2024-05-28;0700;0;
2024-05-28;0800;0;
2024-05-28;0900;0;
2024-05-28;1000;0;
2024-05-28;1100;0;
2024-05-28;1200;0;
2024-05-28;1300;0;
2024-05-28;1400;0;
2024-05-28;1500;0;
2024-05-28;1600;0;
2024-05-28;1700;0;
2024-05-28;1800;0;
2024-05-28;1900;0;
2024-05-28;2000;0;
2024-05-28;2100;0;
2024-05-28;2200;,2;
2024-05-28;2300;0;
2024-05-29;0000;0;
2024-05-29;0100;0;
2024-05-29;0200;,2;
2024-05-29;0300;0;
2024-05-29;0400;,2;
2024-05-29;0500;0;
2024-05-29;0600;,2;
2024-05-29;0700;0;
2024-05-29;0800;0;
2024-05-29;0900;,2;
2024-05-29;1000;0;
2024-05-29;1100;0;
2024-05-29;1200;0;
2024-05-29;1300;0;
2024-05-29;1400;0;
2024-05-29;1500;0;
2024-05-29;1600;0;
2024-05-29;1700;0;
2024-05-29;1800;0;
2024-05-29;1900;0;
2024-05-29;2000;0;
2024-05-29;2100;0;
2024-05-29;2200;0;
2024-05-29;2300;0;
2024-05-30;0000;0;
2024-05-30;0100;0;
2024-05-30;0200;0;
2024-05-30;0300;0;
2024-05-30;0400;0;
2024-05-30;0500;,2;
2024-05-30;0600;0;
2024-05-30;0700;0;
2024-05-30;0800;0;
2024-05-30;0900;0;
2024-05-30;1000;0;
2024-05-30;1100;0;
2024-05-30;1200;0;
2024-05-30;1300;0;
2024-05-30;1400;0;
2024-05-30;1500;0;
2024-05-30;1600;0;
2024-05-30;1700;0;
2024-05-30;1800;0;
2024-05-30;1900;0;
2024-05-30;2000;0;
2024-05-30;2100;0;
2024-05-30;2200;0;
2024-05-30;2300;0;
2024-05-31;0000;0;
2024-05-31;0100;0;
2024-05-31;0200;0;
2024-05-31;0300;,2;
2024-05-31;0400;0;
2024-05-31;0500;0;
2024-05-31;0600;0;
2024-05-31;0700;0;
2024-05-31;0800;,2;
2024-05-31;0900;0;
2024-05-31;1000;0;
2024-05-31;1100;0;
2024-05-31;1200;0;
2024-05-31;1300;0;
2024-05-31;1400;0;
2024-05-31;1500;0;
2024-05-31;1600;0;
2024-05-31;1700;0;
2024-05-31;1800;0;
2024-05-31;1900;0;
2024-05-31;2000;0;
2024-05-31;2100;0;
2024-05-31;2200;0;
2024-05-31;2300;0;

